1.000000000000000000e+00 3.735933333333333328e-01 5.847999999999999865e-01 3.240629999999999344e-01 3.489999999999999769e-01 3.613333333333333397e-01 3.419999999999999707e-01 4.031999999999999473e-01 2.106226666666666525e-01 3.967333333333333822e-01 -1.682666666666667596e-03 1.327846666666666897e-01 2.815666666666666318e-01 2.743800000000000128e-01 1.403466666666666751e-01 2.706666666666666665e-01 3.674666666666667053e-02 1.828200000000000103e-01 5.273333333333334316e-01 6.779999999999999916e-02 2.611999999999999877e-01 3.941333333333333355e-01 2.543866666666666498e-01 2.112266666666666737e-01 3.087333333333333041e-01 3.312533333333333996e-01 9.000666666666666815e-01 3.144933333333332914e-01 5.546000000000000929e-01 4.325333333333334362e-01 4.143333333333333868e-01 2.679866666666667063e-01 5.425666666666666138e-02 4.082666666666667221e-01 -4.230993333333333412e-02 1.737466666666666604e-01 3.617066666666667318e-01 -7.534666666666666943e-03 1.424846666666666761e-01 2.104400000000000714e-01 1.524533333333333296e-01 2.612533333333333929e-01 1.375466666666666504e-01 4.450666666666666660e-01 1.218400000000000039e-01 2.219333333333333158e-01 3.782333333333334213e-01 1.525799999999999657e-01 3.784666666666666734e-02 1.915200000000000236e-01 2.983333333333334503e-01
3.735933333333333328e-01 1.000000000000000000e+00 7.046666666666666634e-01 5.622000000000000330e-01 5.435333333333332018e-01 6.148000000000000131e-01 3.333999999999999742e-01 4.762000000000000677e-01 6.251999999999999780e-01 6.225333333333332719e-01 -3.160400000000000431e-01 -3.007199999999999873e-01 5.995333333333333625e-01 -1.478199999999999792e-01 6.163333333333332886e-01 5.501333333333333631e-01 -2.403266666666666607e-01 1.158199999999999924e-01 4.387999999999999123e-01 1.669266666666666399e-01 1.990333333333333121e-01 5.873333333333333739e-01 8.380199999999997373e-02 6.111333333333333062e-01 2.877533333333334165e-01 1.041580666666666738e-01 3.332933333333333858e-01 7.962666666666666782e-01 5.788799999999998391e-01 4.443999999999999617e-01 3.312333333333333241e-01 4.152733333333333832e-01 4.542866666666666720e-01 4.311266666666667136e-01 9.797200000000000353e-02 4.817999999999999505e-01 6.559333333333332572e-01 -3.267999999999999239e-01 -2.737333333333333285e-01 4.309999999999999387e-01 -3.610399999999999165e-01 2.515379999999999838e-01 4.047755333333334371e-01 4.019999999999999685e-01 2.021399999999999864e-01 1.758666666666666989e-01 3.745133333333333092e-01 -7.226000000000001866e-02 -2.421866666666666612e-01 5.381333333333332414e-01 2.505666666666666598e-01
5.847999999999999865e-01 7.046666666666666634e-01 1.000000000000000000e+00 4.934000000000000052e-01 4.881466666666666177e-01 5.117133333333333534e-01 2.930493333333333839e-01 3.313733333333333531e-01 5.375333333333334185e-01 5.656666666666667620e-01 -3.044999999999999929e-01 -2.154533333333333300e-01 7.576000000000000512e-01 1.817466666666667924e-02 5.020666666666666611e-01 4.843333333333334489e-01 -2.268448666666667002e-01 1.255000000000000004e-01 5.891333333333332867e-01 7.284400000000000597e-02 1.844933333333333147e-01 5.800666666666667304e-01 1.399599999999997894e-02 4.435333333333332795e-01 3.050666666666666527e-01 8.474666666666669235e-02 5.493333333333333401e-01 5.957333333333333369e-01 8.434000000000000385e-01 4.845333333333332604e-01 3.923399999999999666e-01 3.937466666666666337e-01 4.017999999999999905e-01 3.740793333333333748e-01 8.138666666666667660e-02 4.589333333333333598e-01 5.994666666666665922e-01 -3.079133333333333722e-01 -1.789333333333333054e-01 5.764666666666665717e-01 -1.503733333333333588e-01 2.113133333333333252e-01 3.880666666666667264e-01 5.115999999999999437e-01 1.166933333333333433e-01 2.170028000000000790e-01 4.797333333333332894e-01 -5.779266666666665192e-02 -2.271013333333332940e-01 4.456666666666666554e-01 2.701799999999999757e-01
3.240629999999999344e-01 5.622000000000000330e-01 4.934000000000000052e-01 1.000000000000000000e+00 4.903466666666665974e-01 4.422666666666665858e-01 2.343333333333333102e-01 3.155999999999999917e-01 3.908666666666666401e-01 5.172000000000001041e-01 -8.565066666666666662e-02 -6.628666666666666041e-02 3.540739999999999998e-01 4.540000000000000285e-02 4.012000000000000566e-01 4.039333333333334219e-01 -2.807466666666667138e-02 1.415599999999999914e-01 3.102066666666666861e-01 1.636266666666666425e-01 3.305333333333334012e-01 3.546666666666666856e-01 9.279933333333331702e-02 4.148666666666667169e-01 2.697800000000000198e-01 1.059693333333333320e-01 2.930700000000000527e-01 4.937799999999999412e-01 4.327266666666667039e-01 6.910666666666666069e-01 3.548400000000000443e-01 3.059733333333333749e-01 2.567813333333333614e-01 3.614866666666666228e-01 1.035733333333333367e-01 3.608333333333333948e-01 5.058666666666665757e-01 -1.139513333333333489e-01 -9.620666666666667644e-02 2.863800000000000234e-01 -9.828666666666667495e-02 2.391599999999999837e-01 3.287999999999999812e-01 3.059333333333333349e-01 1.612506666666666533e-01 2.821999999999998954e-01 3.003333333333333410e-01 4.944666666666665961e-02 -5.539333333333332915e-02 3.825333333333332808e-01 2.200266666666667037e-01
3.489999999999999769e-01 5.435333333333332018e-01 4.881466666666666177e-01 4.903466666666665974e-01 1.000000000000000000e+00 4.490333333333333399e-01 2.818666666666666543e-01 4.522000000000000464e-01 4.869999999999999885e-01 4.220666666666666456e-01 -1.247313333333333191e-01 -6.444666666666666599e-02 4.415599999999999525e-01 1.170959999999999918e-01 4.721333333333333493e-01 6.181999999999998607e-01 -8.389333333333333365e-02 1.226799999999999974e-01 2.652399999999999758e-01 -7.013333333333334092e-03 3.658000000000000140e-01 4.083200000000000163e-01 2.041133333333333411e-01 4.948666666666666769e-01 4.825333333333333558e-02 6.090133333333334203e-02 2.724533333333333252e-01 4.032000000000000584e-01 3.942666666666666542e-01 3.445753333333333446e-01 4.793333333333332780e-01 1.980666666666666687e-01 2.242486666666666517e-01 3.115600000000000036e-01 -2.897400000000000322e-02 2.994866666666667343e-01 4.245333333333333181e-01 -1.252666666666666928e-01 -4.476333333333334247e-02 2.724635999999999725e-01 -1.059866666666666873e-01 2.384700000000000153e-01 2.449266666666666536e-01 2.334933333333333860e-01 3.224666666666660842e-03 2.165179999999999605e-01 2.277533333333333354e-01 -3.426666666666667443e-02 -1.403999999999999970e-01 3.195333333333332804e-01 3.016666666666666455e-02
3.613333333333333397e-01 6.148000000000000131e-01 5.117133333333333534e-01 4.422666666666665858e-01 4.490333333333333399e-01 1.000000000000000000e+00 4.403333333333334099e-01 4.267799999999999927e-01 3.907333333333333769e-01 4.467200000000000060e-01 -8.830000000000000349e-02 -4.728133333333333493e-02 4.594066666666666299e-01 1.911459999999999826e-01 3.107333333333333059e-01 4.759999999999999787e-01 -1.151746666666666682e-02 2.369999999999999885e-02 2.887333333333332863e-01 1.658719999999999639e-01 2.974773333333333158e-01 5.351333333333333497e-01 2.588866666666667649e-01 3.923333333333333672e-01 2.740333333333333510e-01 1.235333333333333145e-01 2.070866666666666411e-01 2.960133333333333505e-01 2.557466666666666777e-01 2.873533333333332940e-01 2.049933333333333330e-01 1.157786666666666547e-01 -1.674866666666668252e-02 3.027333333333332988e-01 -1.504660000000000164e-01 1.528666666666666785e-01 3.297999999999999821e-01 -1.178733333333333161e-01 -1.114453333333333546e-01 4.596000000000000779e-02 -3.243466666666667275e-01 2.889600000000000501e-01 -7.093333333333329965e-03 3.135333333333333306e-01 1.762999999999999845e-01 -1.669999999999999957e-02 6.646000000000000518e-02 -2.016393333333333648e-01 -2.449600000000000111e-01 1.117133333333333312e-01 2.404733333333333445e-01
3.419999999999999707e-01 3.333999999999999742e-01 2.930493333333333839e-01 2.343333333333333102e-01 2.818666666666666543e-01 4.403333333333334099e-01 1.000000000000000000e+00 2.738866666666666672e-01 1.900800000000000545e-01 2.722466666666666368e-01 4.397999999999999826e-02 1.335060000000000136e-01 1.847959999999999881e-01 2.884553333333333414e-01 1.712466666666666582e-01 2.521486666666666321e-01 4.299333333333332785e-02 4.723333333333332856e-02 1.506759999999999766e-01 1.862133333333333141e-01 3.364000000000000878e-01 4.690000000000000835e-01 5.299333333333333673e-01 3.036599999999999855e-01 1.642800000000000094e-01 1.532605999999999691e-01 2.303466666666666440e-01 1.336786666666666401e-01 1.130266666666666642e-01 1.530133333333333345e-01 1.585726666666666396e-01 2.136466666666666028e-02 -7.705333333333334866e-02 2.080466666666666298e-01 -2.310266666666666857e-01 -3.647999999999999854e-02 1.331519999999999926e-01 4.840866666666667623e-02 1.226199999999999929e-01 -7.762666666666666326e-02 -4.779933333333333950e-02 2.950666666666667548e-01 -1.123546666666666582e-01 1.415399999999999991e-01 1.422799999999999898e-01 9.408666666666665179e-02 1.578733333333333377e-01 1.451266666666666538e-01 4.361333333333333381e-03 6.253333333333331578e-02 1.404266666666666441e-01
4.031999999999999473e-01 4.762000000000000677e-01 3.313733333333333531e-01 3.155999999999999917e-01 4.522000000000000464e-01 4.267799999999999927e-01 2.738866666666666672e-01 1.000000000000000000e+00 3.195333333333333914e-01 5.035333333333333883e-01 8.987333333333331897e-02 1.500599999999999989e-01 2.441000000000000392e-01 1.519266666666666543e-01 2.559066666666666712e-01 4.429999999999999494e-01 1.397066666666666734e-01 4.632199999999999096e-01 2.986000000000000321e-01 1.896199999999999622e-02 3.194666666666667321e-01 2.925533333333333319e-01 2.624799999999999911e-01 4.147333333333333427e-01 1.649400000000000033e-01 2.925999999999999712e-01 3.498000000000000553e-01 4.437333333333332575e-01 2.837266666666666826e-01 3.159333333333333993e-01 4.267333333333332979e-01 3.326600000000000112e-01 1.412660000000000027e-01 6.787333333333332996e-01 1.128338666666666712e-01 2.863266666666666738e-01 4.857333333333333503e-01 4.413333333333333691e-02 9.201333333333332198e-02 1.901199999999999835e-01 4.870666666666667588e-02 3.464666666666666450e-01 2.875066666666666881e-01 3.023933333333333473e-01 9.491266666666665908e-02 2.960333333333333150e-01 2.498199999999999865e-01 1.673399999999999888e-01 1.241933333333333084e-01 3.220666666666666123e-01 1.399200000000000166e-01
2.106226666666666525e-01 6.251999999999999780e-01 5.375333333333334185e-01 3.908666666666666401e-01 4.869999999999999885e-01 3.907333333333333769e-01 1.900800000000000545e-01 3.195333333333333914e-01 1.000000000000000000e+00 5.512666666666667936e-01 -4.185600000000000431e-01 -3.316666666666667207e-01 5.377333333333332854e-01 -4.465999999999999831e-02 6.419999999999999041e-01 7.070000000000000728e-01 -3.632866666666665911e-01 6.915000000000000313e-02 3.204133333333333278e-01 1.037800000000005385e-03 3.348419999999999730e-01 4.475333333333333385e-01 2.103333333333333444e-02 6.831333333333334812e-01 1.013333333333333169e-01 -2.117999999999999744e-02 1.513800000000000423e-01 4.846666666666666901e-01 4.395333333333332759e-01 2.525933333333333364e-01 2.208733333333333104e-01 1.660735999999999601e-01 4.331333333333332591e-01 2.863733333333333131e-01 -2.428733333333332745e-02 6.226000000000001533e-01 6.136666666666666936e-01 -3.992466666666666386e-01 -2.570000000000000062e-01 3.794000000000000150e-01 -2.718666666666667009e-01 2.723399999999999710e-01 3.446399999999999464e-01 2.984666666666667134e-01 4.946666666666659981e-03 2.224666666666667014e-01 2.253933333333333344e-01 -1.969846666666666413e-01 -3.818000000000000282e-01 5.769333333333332980e-01 9.384333333333333416e-02
3.967333333333333822e-01 6.225333333333332719e-01 5.656666666666667620e-01 5.172000000000001041e-01 4.220666666666666456e-01 4.467200000000000060e-01 2.722466666666666368e-01 5.035333333333333883e-01 5.512666666666667936e-01 1.000000000000000000e+00 -3.472200000000000980e-02 4.980000000000021302e-04 4.536533333333334084e-01 6.062666666666665510e-02 4.771333333333333537e-01 5.140666666666666718e-01 2.226666666666667765e-02 2.697599999999999443e-01 4.471999999999999309e-01 2.178573333333333473e-01 4.079333333333333145e-01 3.878199999999999426e-01 1.698533333333333284e-01 5.738666666666667471e-01 3.987999999999999323e-01 2.042600000000000249e-01 3.787533333333332752e-01 5.824666666666665771e-01 5.044666666666667298e-01 4.949600000000000111e-01 4.057333333333332792e-01 3.743999999999998440e-01 2.663333333333333663e-01 5.193333333333333135e-01 1.333266666666666767e-01 4.666666666666666741e-01 8.059999999999999387e-01 -5.411333333333333273e-02 -3.045999999999999056e-02 3.390799999999999925e-01 -3.896000000000000157e-02 3.224666666666666237e-01 4.402000000000000357e-01 4.319333333333333358e-01 2.961466666666666692e-01 3.821333333333333249e-01 3.343333333333333157e-01 1.193826666666666508e-01 3.080000000000000099e-02 5.138666666666666938e-01 3.366466666666666496e-01
